country,page_num,plot_num,region,plot_name,asterisk,headline
Zimbabwe,1,1,Zimbabwe,Retail & recreation,False,-2%
Zimbabwe,1,2,Zimbabwe,Grocery & pharmacy,False,+24%
Zimbabwe,1,3,Zimbabwe,Parks,False,-4%
Zimbabwe,2,4,Zimbabwe,Transit stations,False,-6%
Zimbabwe,2,5,Zimbabwe,Workplaces,False,+14%
Zimbabwe,2,6,Zimbabwe,Residential,False,+13%
