country,page_num,plot_num,region,plot_name,asterisk,headline
Nigeria,1,1,Nigeria,Retail & recreation,False,-39%
Nigeria,1,2,Nigeria,Grocery & pharmacy,False,-25%
Nigeria,1,3,Nigeria,Parks,False,-24%
Nigeria,2,4,Nigeria,Transit stations,False,-34%
Nigeria,2,5,Nigeria,Workplaces,False,-11%
Nigeria,2,6,Nigeria,Residential,False,+15%
