country,page_num,plot_num,region,plot_name,asterisk,headline
Tanzania,1,1,Tanzania,Retail & recreation,False,-16%
Tanzania,1,2,Tanzania,Grocery & pharmacy,False,-8%
Tanzania,1,3,Tanzania,Parks,False,-7%
Tanzania,2,4,Tanzania,Transit stations,False,-11%
Tanzania,2,5,Tanzania,Workplaces,False,-9%
Tanzania,2,6,Tanzania,Residential,False,+3%
