country,page_num,plot_num,region,plot_name,asterisk,headline
Rwanda,1,1,Rwanda,Retail & recreation,False,-56%
Rwanda,1,2,Rwanda,Grocery & pharmacy,False,-57%
Rwanda,1,3,Rwanda,Parks,False,-18%
Rwanda,2,4,Rwanda,Transit stations,False,-75%
Rwanda,2,5,Rwanda,Workplaces,False,-31%
Rwanda,2,6,Rwanda,Residential,False,+22%
