country,page_num,plot_num,region,plot_name,asterisk,headline
Mali,1,1,Mali,Retail & recreation,False,-25%
Mali,1,2,Mali,Grocery & pharmacy,False,-18%
Mali,1,3,Mali,Parks,False,-12%
Mali,2,4,Mali,Transit stations,False,-36%
Mali,2,5,Mali,Workplaces,False,+0%
Mali,2,6,Mali,Residential,False,+9%
