country,page_num,plot_num,region,plot_name,asterisk,headline
Ghana,1,1,Ghana,Retail & recreation,False,-15%
Ghana,1,2,Ghana,Grocery & pharmacy,False,+8%
Ghana,1,3,Ghana,Parks,False,-15%
Ghana,2,4,Ghana,Transit stations,False,-15%
Ghana,2,5,Ghana,Workplaces,False,+3%
Ghana,2,6,Ghana,Residential,False,+9%
