country,page_num,plot_num,region,plot_name,asterisk,headline
Togo,1,1,Togo,Retail & recreation,False,-37%
Togo,1,2,Togo,Grocery & pharmacy,False,-25%
Togo,1,3,Togo,Parks,False,-21%
Togo,2,4,Togo,Transit stations,False,-41%
Togo,2,5,Togo,Workplaces,False,-9%
Togo,2,6,Togo,Residential,False,+16%
