country,page_num,plot_num,region,plot_name,asterisk,headline
Angola,1,1,Angola,Retail & recreation,False,-61%
Angola,1,2,Angola,Grocery & pharmacy,False,-40%
Angola,1,3,Angola,Parks,False,-39%
Angola,2,4,Angola,Transit stations,False,-57%
Angola,2,5,Angola,Workplaces,False,-11%
Angola,2,6,Angola,Residential,False,+22%
